Entity,Code,Date,Total confirmed cases of COVID-19 per million people (cases per million)
Laos,LAO,"May 20, 2020",2.611
Laos,LAO,"May 21, 2020",2.611
Laos,LAO,"May 22, 2020",2.611
Laos,LAO,"May 23, 2020",2.611
Latvia,LVA,"Mar 3, 2020",0.53
Latvia,LVA,"Mar 8, 2020",1.06
Latvia,LVA,"Mar 9, 2020",1.59
Latvia,LVA,"Mar 10, 2020",3.181
Latvia,LVA,"Mar 11, 2020",4.241
Latvia,LVA,"Mar 12, 2020",5.302
Latvia,LVA,"Mar 13, 2020",8.483
Latvia,LVA,"Mar 14, 2020",10.073
Latvia,LVA,"Mar 15, 2020",13.784
Latvia,LVA,"Mar 16, 2020",16.435
Latvia,LVA,"Mar 17, 2020",19.086
Latvia,LVA,"Mar 18, 2020",32.34
Latvia,LVA,"Mar 19, 2020",37.642
Latvia,LVA,"Mar 20, 2020",45.594
Latvia,LVA,"Mar 21, 2020",58.848
Latvia,LVA,"Mar 22, 2020",65.741
Latvia,LVA,"Mar 23, 2020",73.693
Latvia,LVA,"Mar 24, 2020",95.43
Latvia,LVA,"Mar 25, 2020",104.443
Latvia,LVA,"Mar 26, 2020",117.167
Latvia,LVA,"Mar 27, 2020",129.36
Latvia,LVA,"Mar 28, 2020",148.446
Latvia,LVA,"Mar 29, 2020",161.701
Latvia,LVA,"Mar 30, 2020",199.342
Latvia,LVA,"Mar 31, 2020",199.342
Latvia,LVA,"Apr 1, 2020",211.006
Latvia,LVA,"Apr 2, 2020",236.454
Latvia,LVA,"Apr 3, 2020",242.816
Latvia,LVA,"Apr 4, 2020",261.372
Latvia,LVA,"Apr 5, 2020",269.854
Latvia,LVA,"Apr 6, 2020",282.578
Latvia,LVA,"Apr 7, 2020",287.35
Latvia,LVA,"Apr 8, 2020",290.531
Latvia,LVA,"Apr 9, 2020",305.906
Latvia,LVA,"Apr 10, 2020",312.268
Latvia,LVA,"Apr 11, 2020",324.462
Latvia,LVA,"Apr 12, 2020",334.005
Latvia,LVA,"Apr 13, 2020",345.138
Latvia,LVA,"Apr 14, 2020",347.259
Latvia,LVA,"Apr 15, 2020",348.319
Latvia,LVA,"Apr 16, 2020",353.09
Latvia,LVA,"Apr 17, 2020",357.862
Latvia,LVA,"Apr 18, 2020",361.573
Latvia,LVA,"Apr 19, 2020",377.478
Latvia,LVA,"Apr 20, 2020",385.431
Latvia,LVA,"Apr 21, 2020",391.793
Latvia,LVA,"Apr 22, 2020",396.564
Latvia,LVA,"Apr 23, 2020",403.456
Latvia,LVA,"Apr 24, 2020",412.469
Latvia,LVA,"Apr 25, 2020",415.65
Latvia,LVA,"Apr 26, 2020",426.253
Latvia,LVA,"Apr 27, 2020",430.495
Latvia,LVA,"Apr 28, 2020",433.676
Latvia,LVA,"Apr 29, 2020",443.219
Latvia,LVA,"Apr 30, 2020",450.111
Latvia,LVA,"May 1, 2020",454.882
Latvia,LVA,"May 2, 2020",461.244
Latvia,LVA,"May 3, 2020",461.775
Latvia,LVA,"May 4, 2020",466.016
Latvia,LVA,"May 5, 2020",475.029
Latvia,LVA,"May 6, 2020",475.029
Latvia,LVA,"May 7, 2020",477.149
Latvia,LVA,"May 8, 2020",481.921
Latvia,LVA,"May 9, 2020",491.994
Latvia,LVA,"May 10, 2020",493.054
Latvia,LVA,"May 11, 2020",497.826
Latvia,LVA,"May 12, 2020",501.537
Latvia,LVA,"May 13, 2020",503.658
Latvia,LVA,"May 14, 2020",504.188
Latvia,LVA,"May 15, 2020",510.02
Latvia,LVA,"May 16, 2020",514.261
Latvia,LVA,"May 17, 2020",528.575
Latvia,LVA,"May 18, 2020",534.407
Latvia,LVA,"May 19, 2020",534.937
Latvia,LVA,"May 20, 2020",536.528
Latvia,LVA,"May 21, 2020",538.649
Latvia,LVA,"May 22, 2020",543.42
Latvia,LVA,"May 23, 2020",546.071
Lebanon,LBN,"Dec 31, 2019",0
Lebanon,LBN,"Jan 1, 2020",0
Lebanon,LBN,"Jan 2, 2020",0
Lebanon,LBN,"Jan 3, 2020",0
Lebanon,LBN,"Jan 4, 2020",0
Lebanon,LBN,"Jan 5, 2020",0
Lebanon,LBN,"Jan 6, 2020",0
Lebanon,LBN,"Jan 7, 2020",0
Lebanon,LBN,"Jan 8, 2020",0
Lebanon,LBN,"Jan 9, 2020",0
Lebanon,LBN,"Jan 10, 2020",0
Lebanon,LBN,"Jan 11, 2020",0
Lebanon,LBN,"Jan 12, 2020",0
Lebanon,LBN,"Jan 13, 2020",0
Lebanon,LBN,"Jan 14, 2020",0
Lebanon,LBN,"Jan 15, 2020",0
Lebanon,LBN,"Jan 16, 2020",0
Lebanon,LBN,"Jan 17, 2020",0
Lebanon,LBN,"Jan 18, 2020",0
Lebanon,LBN,"Jan 19, 2020",0
Lebanon,LBN,"Jan 20, 2020",0
Lebanon,LBN,"Jan 21, 2020",0
Lebanon,LBN,"Jan 22, 2020",0
Lebanon,LBN,"Jan 23, 2020",0
Lebanon,LBN,"Jan 24, 2020",0
Lebanon,LBN,"Jan 25, 2020",0
Lebanon,LBN,"Jan 26, 2020",0
Lebanon,LBN,"Jan 27, 2020",0
Lebanon,LBN,"Jan 28, 2020",0
Lebanon,LBN,"Jan 29, 2020",0
Lebanon,LBN,"Jan 30, 2020",0
Lebanon,LBN,"Jan 31, 2020",0
Lebanon,LBN,"Feb 1, 2020",0
Lebanon,LBN,"Feb 2, 2020",0
Lebanon,LBN,"Feb 3, 2020",0
Lebanon,LBN,"Feb 4, 2020",0
Lebanon,LBN,"Feb 5, 2020",0
Lebanon,LBN,"Feb 6, 2020",0
Lebanon,LBN,"Feb 7, 2020",0
Lebanon,LBN,"Feb 8, 2020",0
Lebanon,LBN,"Feb 9, 2020",0
Lebanon,LBN,"Feb 10, 2020",0
Lebanon,LBN,"Feb 11, 2020",0
Lebanon,LBN,"Feb 12, 2020",0
Lebanon,LBN,"Feb 13, 2020",0
Lebanon,LBN,"Feb 14, 2020",0
Lebanon,LBN,"Feb 15, 2020",0
Lebanon,LBN,"Feb 16, 2020",0
Lebanon,LBN,"Feb 17, 2020",0
Lebanon,LBN,"Feb 18, 2020",0
Lebanon,LBN,"Feb 19, 2020",0
Lebanon,LBN,"Feb 20, 2020",0
Lebanon,LBN,"Feb 21, 2020",0
Lebanon,LBN,"Feb 22, 2020",0.147
Lebanon,LBN,"Feb 23, 2020",0.147
Lebanon,LBN,"Feb 24, 2020",0.147
Lebanon,LBN,"Feb 25, 2020",0.147
Lebanon,LBN,"Feb 26, 2020",0.147
Lebanon,LBN,"Feb 27, 2020",0.293
Lebanon,LBN,"Feb 28, 2020",0.44
Lebanon,LBN,"Feb 29, 2020",0.44
Lebanon,LBN,"Mar 1, 2020",0.586
Lebanon,LBN,"Mar 2, 2020",1.465
Lebanon,LBN,"Mar 3, 2020",1.905
Lebanon,LBN,"Mar 6, 2020",2.344
Lebanon,LBN,"Mar 7, 2020",3.223
Lebanon,LBN,"Mar 9, 2020",4.688
Lebanon,LBN,"Mar 10, 2020",6.007
Lebanon,LBN,"Mar 11, 2020",6.007
Lebanon,LBN,"Mar 12, 2020",8.937
Lebanon,LBN,"Mar 13, 2020",9.67
Lebanon,LBN,"Mar 15, 2020",13.625
Lebanon,LBN,"Mar 16, 2020",14.505
Lebanon,LBN,"Mar 17, 2020",17.581
Lebanon,LBN,"Mar 18, 2020",17.581
Lebanon,LBN,"Mar 19, 2020",19.486
Lebanon,LBN,"Mar 20, 2020",21.83
Lebanon,LBN,"Mar 21, 2020",23.881
Lebanon,LBN,"Mar 22, 2020",33.697
Lebanon,LBN,"Mar 23, 2020",36.335
Lebanon,LBN,"Mar 24, 2020",39.118
Lebanon,LBN,"Mar 25, 2020",44.539
Lebanon,LBN,"Mar 26, 2020",48.788
Lebanon,LBN,"Mar 27, 2020",53.916
Lebanon,LBN,"Mar 28, 2020",57.286
Lebanon,LBN,"Mar 29, 2020",60.362
Lebanon,LBN,"Mar 30, 2020",64.172
Lebanon,LBN,"Mar 31, 2020",65.344
Lebanon,LBN,"Apr 1, 2020",67.834
Lebanon,LBN,"Apr 2, 2020",70.179
Lebanon,LBN,"Apr 3, 2020",72.376
Lebanon,LBN,"Apr 4, 2020",72.376
Lebanon,LBN,"Apr 5, 2020",76.186
Lebanon,LBN,"Apr 6, 2020",77.211
Lebanon,LBN,"Apr 7, 2020",79.262
Lebanon,LBN,"Apr 8, 2020",80.288
Lebanon,LBN,"Apr 9, 2020",84.244
Lebanon,LBN,"Apr 10, 2020",85.269
Lebanon,LBN,"Apr 11, 2020",89.225
Lebanon,LBN,"Apr 12, 2020",90.69
Lebanon,LBN,"Apr 13, 2020",92.302
Lebanon,LBN,"Apr 14, 2020",92.595
Lebanon,LBN,"Apr 15, 2020",93.913
Lebanon,LBN,"Apr 16, 2020",96.404
Lebanon,LBN,"Apr 17, 2020",97.137
Lebanon,LBN,"Apr 18, 2020",97.869
Lebanon,LBN,"Apr 19, 2020",98.455
Lebanon,LBN,"Apr 20, 2020",98.602
Lebanon,LBN,"Apr 21, 2020",99.188
Lebanon,LBN,"Apr 22, 2020",99.188
Lebanon,LBN,"Apr 23, 2020",99.92
Lebanon,LBN,"Apr 24, 2020",100.799
Lebanon,LBN,"Apr 25, 2020",101.971
Lebanon,LBN,"Apr 26, 2020",103.144
Lebanon,LBN,"Apr 27, 2020",103.583
Lebanon,LBN,"Apr 28, 2020",104.023
Lebanon,LBN,"Apr 29, 2020",105.048
Lebanon,LBN,"Apr 30, 2020",105.634
Lebanon,LBN,"May 1, 2020",106.22
Lebanon,LBN,"May 2, 2020",106.806
Lebanon,LBN,"May 3, 2020",107.392
Lebanon,LBN,"May 4, 2020",107.978
Lebanon,LBN,"May 5, 2020",108.418
Lebanon,LBN,"May 6, 2020",108.564
Lebanon,LBN,"May 7, 2020",109.883
Lebanon,LBN,"May 8, 2020",114.864
Lebanon,LBN,"May 9, 2020",116.622
Lebanon,LBN,"May 10, 2020",118.527
Lebanon,LBN,"May 11, 2020",123.802
Lebanon,LBN,"May 12, 2020",125.853
Lebanon,LBN,"May 13, 2020",127.464
Lebanon,LBN,"May 14, 2020",128.636
Lebanon,LBN,"May 15, 2020",129.808
Lebanon,LBN,"May 16, 2020",130.541
Lebanon,LBN,"May 17, 2020",132.153
Lebanon,LBN,"May 18, 2020",133.471
Lebanon,LBN,"May 19, 2020",136.401
Lebanon,LBN,"May 20, 2020",139.771
Lebanon,LBN,"May 21, 2020",140.797
Lebanon,LBN,"May 22, 2020",150.027
Lebanon,LBN,"May 23, 2020",159.111
Lesotho,LSO,"May 15, 2020",0.467
Lesotho,LSO,"May 16, 2020",0.467
Lesotho,LSO,"May 17, 2020",0.467
Lesotho,LSO,"May 18, 2020",0.467
Lesotho,LSO,"May 19, 2020",0.467
Lesotho,LSO,"May 20, 2020",0.467
Lesotho,LSO,"May 21, 2020",0.467
Lesotho,LSO,"May 22, 2020",0.467
Lesotho,LSO,"May 23, 2020",0.467
Liberia,LBR,"Mar 17, 2020",0.198
Liberia,LBR,"Mar 18, 2020",0.395
Liberia,LBR,"Mar 19, 2020",0.395
Liberia,LBR,"Mar 20, 2020",0.395
Liberia,LBR,"Mar 21, 2020",0.395
Liberia,LBR,"Mar 22, 2020",0.593
Liberia,LBR,"Mar 23, 2020",0.593
Liberia,LBR,"Mar 24, 2020",0.593
Liberia,LBR,"Mar 25, 2020",0.593
Liberia,LBR,"Mar 26, 2020",0.593
Liberia,LBR,"Mar 27, 2020",0.593
Liberia,LBR,"Mar 28, 2020",0.593
Liberia,LBR,"Mar 29, 2020",0.593
Liberia,LBR,"Mar 30, 2020",0.593
Liberia,LBR,"Mar 31, 2020",0.593
Liberia,LBR,"Apr 1, 2020",0.593
Liberia,LBR,"Apr 2, 2020",1.186
Liberia,LBR,"Apr 3, 2020",1.186
Liberia,LBR,"Apr 4, 2020",1.384
Liberia,LBR,"Apr 5, 2020",1.977
Liberia,LBR,"Apr 6, 2020",2.57
Liberia,LBR,"Apr 7, 2020",2.768
Liberia,LBR,"Apr 8, 2020",2.768
Liberia,LBR,"Apr 9, 2020",6.129
Liberia,LBR,"Apr 10, 2020",6.129
Liberia,LBR,"Apr 11, 2020",7.316
Liberia,LBR,"Apr 12, 2020",9.491
Liberia,LBR,"Apr 13, 2020",9.886
Liberia,LBR,"Apr 14, 2020",11.665
Liberia,LBR,"Apr 15, 2020",11.665
Liberia,LBR,"Apr 16, 2020",11.665
Liberia,LBR,"Apr 17, 2020",14.434
Liberia,LBR,"Apr 18, 2020",15.027
Liberia,LBR,"Apr 19, 2020",16.015
Liberia,LBR,"Apr 20, 2020",17.992
Liberia,LBR,"Apr 21, 2020",19.574
Liberia,LBR,"Apr 22, 2020",19.97
Liberia,LBR,"Apr 23, 2020",19.97
Liberia,LBR,"Apr 24, 2020",19.97
Liberia,LBR,"Apr 25, 2020",23.133
Liberia,LBR,"Apr 26, 2020",23.726
Liberia,LBR,"Apr 27, 2020",24.517
Liberia,LBR,"Apr 28, 2020",26.297
Liberia,LBR,"Apr 29, 2020",27.878
Liberia,LBR,"Apr 30, 2020",27.878
Liberia,LBR,"May 1, 2020",27.878
Liberia,LBR,"May 2, 2020",30.053
Liberia,LBR,"May 3, 2020",30.449
Liberia,LBR,"May 4, 2020",31.24
Liberia,LBR,"May 5, 2020",32.821
Liberia,LBR,"May 6, 2020",33.612
Liberia,LBR,"May 7, 2020",35.194
Liberia,LBR,"May 8, 2020",37.369
Liberia,LBR,"May 9, 2020",39.346
Liberia,LBR,"May 10, 2020",39.346
Liberia,LBR,"May 11, 2020",39.346
Liberia,LBR,"May 12, 2020",41.719
Liberia,LBR,"May 13, 2020",41.916
Liberia,LBR,"May 14, 2020",42.114
Liberia,LBR,"May 15, 2020",42.51
Liberia,LBR,"May 16, 2020",43.301
Liberia,LBR,"May 17, 2020",44.091
Liberia,LBR,"May 18, 2020",44.685
Liberia,LBR,"May 19, 2020",45.278
Liberia,LBR,"May 20, 2020",46.069
Liberia,LBR,"May 21, 2020",47.057
Liberia,LBR,"May 22, 2020",47.453
Liberia,LBR,"May 23, 2020",49.232
Libya,LBY,"Mar 25, 2020",0.146
Libya,LBY,"Mar 26, 2020",0.146
Libya,LBY,"Mar 27, 2020",0.146
Libya,LBY,"Mar 28, 2020",0.146
Libya,LBY,"Mar 29, 2020",0.146
Libya,LBY,"Mar 30, 2020",1.164
Libya,LBY,"Mar 31, 2020",1.164
Libya,LBY,"Apr 1, 2020",1.455
Libya,LBY,"Apr 2, 2020",1.455
Libya,LBY,"Apr 3, 2020",1.601
Libya,LBY,"Apr 4, 2020",1.601
Libya,LBY,"Apr 5, 2020",2.62
Libya,LBY,"Apr 6, 2020",2.62
Libya,LBY,"Apr 7, 2020",2.62
Libya,LBY,"Apr 8, 2020",2.765
Libya,LBY,"Apr 9, 2020",3.056
Libya,LBY,"Apr 10, 2020",3.493
Libya,LBY,"Apr 11, 2020",3.493
Libya,LBY,"Apr 12, 2020",3.638
Libya,LBY,"Apr 13, 2020",3.638
Libya,LBY,"Apr 14, 2020",3.784
Libya,LBY,"Apr 15, 2020",5.094
Libya,LBY,"Apr 16, 2020",6.986
Libya,LBY,"Apr 17, 2020",7.131
Libya,LBY,"Apr 18, 2020",7.131
Libya,LBY,"Apr 19, 2020",7.131
Libya,LBY,"Apr 20, 2020",7.131
Libya,LBY,"Apr 21, 2020",7.422
Libya,LBY,"Apr 22, 2020",7.422
Libya,LBY,"Apr 23, 2020",8.586
Libya,LBY,"Apr 24, 2020",8.732
Libya,LBY,"Apr 25, 2020",8.878
Libya,LBY,"Apr 26, 2020",8.878
Libya,LBY,"Apr 27, 2020",8.878
Libya,LBY,"Apr 28, 2020",8.878
Libya,LBY,"Apr 29, 2020",8.878
Libya,LBY,"Apr 30, 2020",8.878
Libya,LBY,"May 1, 2020",8.878
Libya,LBY,"May 2, 2020",9.169
Libya,LBY,"May 3, 2020",9.169
Libya,LBY,"May 4, 2020",9.169
Libya,LBY,"May 5, 2020",9.169
Libya,LBY,"May 6, 2020",9.169
Libya,LBY,"May 7, 2020",9.314
Libya,LBY,"May 8, 2020",9.314
Libya,LBY,"May 9, 2020",9.314
Libya,LBY,"May 10, 2020",9.314
Libya,LBY,"May 11, 2020",9.314
Libya,LBY,"May 12, 2020",9.314
Libya,LBY,"May 13, 2020",9.314
Libya,LBY,"May 14, 2020",9.314
Libya,LBY,"May 15, 2020",9.314
Libya,LBY,"May 16, 2020",9.314
Libya,LBY,"May 17, 2020",9.46
Libya,LBY,"May 18, 2020",9.46
Libya,LBY,"May 19, 2020",9.46
Libya,LBY,"May 20, 2020",9.896
Libya,LBY,"May 21, 2020",10.042
Libya,LBY,"May 22, 2020",10.333
Libya,LBY,"May 23, 2020",10.478
Liechtenstein,LIE,"Mar 5, 2020",26.221
Liechtenstein,LIE,"Mar 12, 2020",78.664
Liechtenstein,LIE,"Mar 13, 2020",104.885
Liechtenstein,LIE,"Mar 14, 2020",104.885
Liechtenstein,LIE,"Mar 15, 2020",104.885
Liechtenstein,LIE,"Mar 16, 2020",183.549
Liechtenstein,LIE,"Mar 17, 2020",183.549
Liechtenstein,LIE,"Mar 18, 2020",183.549
Liechtenstein,LIE,"Mar 19, 2020",655.531
Liechtenstein,LIE,"Mar 20, 2020",655.531
Liechtenstein,LIE,"Mar 21, 2020",891.523
Liechtenstein,LIE,"Mar 22, 2020",943.965
Liechtenstein,LIE,"Mar 23, 2020",1206.178
Liechtenstein,LIE,"Mar 24, 2020",1206.178
Liechtenstein,LIE,"Mar 25, 2020",1232.399
Liechtenstein,LIE,"Mar 26, 2020",1337.284
Liechtenstein,LIE,"Mar 27, 2020",1468.39
Liechtenstein,LIE,"Mar 28, 2020",1573.275
Liechtenstein,LIE,"Mar 29, 2020",1599.497
Liechtenstein,LIE,"Mar 30, 2020",1625.718
Liechtenstein,LIE,"Mar 31, 2020",1678.16
Liechtenstein,LIE,"Apr 1, 2020",1783.045
Liechtenstein,LIE,"Apr 2, 2020",1887.93
Liechtenstein,LIE,"Apr 3, 2020",1966.594
Liechtenstein,LIE,"Apr 4, 2020",1966.594
Liechtenstein,LIE,"Apr 5, 2020",2019.037
Liechtenstein,LIE,"Apr 6, 2020",2045.258
Liechtenstein,LIE,"Apr 7, 2020",2045.258
Liechtenstein,LIE,"Apr 8, 2020",2045.258
Liechtenstein,LIE,"Apr 9, 2020",2071.479
Liechtenstein,LIE,"Apr 10, 2020",2071.479
Liechtenstein,LIE,"Apr 11, 2020",2097.7
Liechtenstein,LIE,"Apr 12, 2020",2097.7
Liechtenstein,LIE,"Apr 13, 2020",2097.7
Liechtenstein,LIE,"Apr 14, 2020",2123.922
Liechtenstein,LIE,"Apr 15, 2020",2123.922
Liechtenstein,LIE,"Apr 16, 2020",2123.922
Liechtenstein,LIE,"Apr 17, 2020",2123.922
Liechtenstein,LIE,"Apr 18, 2020",2123.922
Liechtenstein,LIE,"Apr 19, 2020",2150.143
Liechtenstein,LIE,"Apr 20, 2020",2150.143
Liechtenstein,LIE,"Apr 21, 2020",2150.143
Liechtenstein,LIE,"Apr 22, 2020",2150.143
Liechtenstein,LIE,"Apr 23, 2020",2150.143
Liechtenstein,LIE,"Apr 24, 2020",2150.143
Liechtenstein,LIE,"Apr 25, 2020",2150.143
Liechtenstein,LIE,"Apr 26, 2020",2176.364
Liechtenstein,LIE,"Apr 27, 2020",2176.364
Liechtenstein,LIE,"Apr 28, 2020",2176.364
Liechtenstein,LIE,"Apr 29, 2020",2176.364
Liechtenstein,LIE,"Apr 30, 2020",2176.364
Liechtenstein,LIE,"May 1, 2020",2176.364
Liechtenstein,LIE,"May 2, 2020",2176.364
Liechtenstein,LIE,"May 3, 2020",2176.364
Liechtenstein,LIE,"May 4, 2020",2176.364
Liechtenstein,LIE,"May 5, 2020",2176.364
Liechtenstein,LIE,"May 6, 2020",2176.364
Liechtenstein,LIE,"May 7, 2020",2176.364
Liechtenstein,LIE,"May 8, 2020",2176.364
Liechtenstein,LIE,"May 9, 2020",2176.364
Liechtenstein,LIE,"May 10, 2020",2176.364
Liechtenstein,LIE,"May 11, 2020",2176.364
Liechtenstein,LIE,"May 12, 2020",2176.364
Liechtenstein,LIE,"May 13, 2020",2176.364
Liechtenstein,LIE,"May 14, 2020",2176.364
Liechtenstein,LIE,"May 15, 2020",2176.364
Liechtenstein,LIE,"May 16, 2020",2176.364
Liechtenstein,LIE,"May 17, 2020",2176.364
Liechtenstein,LIE,"May 18, 2020",2176.364
Liechtenstein,LIE,"May 19, 2020",2176.364
Liechtenstein,LIE,"May 20, 2020",2176.364
Liechtenstein,LIE,"May 21, 2020",2176.364
Liechtenstein,LIE,"May 22, 2020",2176.364
Liechtenstein,LIE,"May 23, 2020",2176.364
Lithuania,LTU,"Dec 31, 2019",0
Lithuania,LTU,"Jan 1, 2020",0
Lithuania,LTU,"Jan 2, 2020",0
Lithuania,LTU,"Jan 3, 2020",0
Lithuania,LTU,"Jan 4, 2020",0
Lithuania,LTU,"Jan 5, 2020",0
Lithuania,LTU,"Jan 6, 2020",0
Lithuania,LTU,"Jan 7, 2020",0
Lithuania,LTU,"Jan 8, 2020",0
Lithuania,LTU,"Jan 9, 2020",0
Lithuania,LTU,"Jan 10, 2020",0
Lithuania,LTU,"Jan 11, 2020",0
Lithuania,LTU,"Jan 12, 2020",0
Lithuania,LTU,"Jan 13, 2020",0
Lithuania,LTU,"Jan 14, 2020",0
Lithuania,LTU,"Jan 15, 2020",0
Lithuania,LTU,"Jan 16, 2020",0
Lithuania,LTU,"Jan 17, 2020",0
Lithuania,LTU,"Jan 18, 2020",0
Lithuania,LTU,"Jan 19, 2020",0
Lithuania,LTU,"Jan 20, 2020",0
Lithuania,LTU,"Jan 21, 2020",0
Lithuania,LTU,"Jan 22, 2020",0
Lithuania,LTU,"Jan 23, 2020",0
Lithuania,LTU,"Jan 24, 2020",0
Lithuania,LTU,"Jan 25, 2020",0
Lithuania,LTU,"Jan 26, 2020",0
Lithuania,LTU,"Jan 27, 2020",0
Lithuania,LTU,"Jan 28, 2020",0
Lithuania,LTU,"Jan 29, 2020",0
Lithuania,LTU,"Jan 30, 2020",0
Lithuania,LTU,"Jan 31, 2020",0
Lithuania,LTU,"Feb 1, 2020",0
Lithuania,LTU,"Feb 2, 2020",0
Lithuania,LTU,"Feb 3, 2020",0
Lithuania,LTU,"Feb 4, 2020",0
Lithuania,LTU,"Feb 5, 2020",0
Lithuania,LTU,"Feb 6, 2020",0
Lithuania,LTU,"Feb 7, 2020",0
Lithuania,LTU,"Feb 8, 2020",0
Lithuania,LTU,"Feb 9, 2020",0
Lithuania,LTU,"Feb 10, 2020",0
Lithuania,LTU,"Feb 11, 2020",0
Lithuania,LTU,"Feb 12, 2020",0
Lithuania,LTU,"Feb 13, 2020",0
Lithuania,LTU,"Feb 14, 2020",0
Lithuania,LTU,"Feb 15, 2020",0
Lithuania,LTU,"Feb 16, 2020",0
Lithuania,LTU,"Feb 17, 2020",0
Lithuania,LTU,"Feb 18, 2020",0
Lithuania,LTU,"Feb 19, 2020",0
Lithuania,LTU,"Feb 20, 2020",0
Lithuania,LTU,"Feb 21, 2020",0
Lithuania,LTU,"Feb 22, 2020",0
Lithuania,LTU,"Feb 23, 2020",0
Lithuania,LTU,"Feb 24, 2020",0
Lithuania,LTU,"Feb 25, 2020",0
Lithuania,LTU,"Feb 26, 2020",0
Lithuania,LTU,"Feb 27, 2020",0
Lithuania,LTU,"Feb 28, 2020",0.367
Lithuania,LTU,"Feb 29, 2020",0.367
Lithuania,LTU,"Mar 1, 2020",0.367
Lithuania,LTU,"Mar 2, 2020",0.367
Lithuania,LTU,"Mar 11, 2020",1.102
Lithuania,LTU,"Mar 12, 2020",1.102
Lithuania,LTU,"Mar 14, 2020",2.204
Lithuania,LTU,"Mar 15, 2020",3.306
Lithuania,LTU,"Mar 16, 2020",5.143
Lithuania,LTU,"Mar 17, 2020",6.245
Lithuania,LTU,"Mar 18, 2020",9.183
Lithuania,LTU,"Mar 19, 2020",12.122
Lithuania,LTU,"Mar 20, 2020",17.632
Lithuania,LTU,"Mar 21, 2020",25.346
Lithuania,LTU,"Mar 22, 2020",38.57
Lithuania,LTU,"Mar 23, 2020",52.529
Lithuania,LTU,"Mar 24, 2020",65.753
Lithuania,LTU,"Mar 25, 2020",76.774
Lithuania,LTU,"Mar 26, 2020",100.651
Lithuania,LTU,"Mar 27, 2020",109.834
Lithuania,LTU,"Mar 28, 2020",131.507
Lithuania,LTU,"Mar 29, 2020",144.731
Lithuania,LTU,"Mar 30, 2020",177.791
Lithuania,LTU,"Mar 31, 2020",177.791
Lithuania,LTU,"Apr 1, 2020",195.791
Lithuania,LTU,"Apr 2, 2020",213.423
Lithuania,LTU,"Apr 3, 2020",238.402
Lithuania,LTU,"Apr 4, 2020",283.217
Lithuania,LTU,"Apr 5, 2020",283.217
Lithuania,LTU,"Apr 6, 2020",297.911
Lithuania,LTU,"Apr 7, 2020",309.666
Lithuania,LTU,"Apr 8, 2020",323.257
Lithuania,LTU,"Apr 9, 2020",335.012
Lithuania,LTU,"Apr 10, 2020",350.807
Lithuania,LTU,"Apr 11, 2020",366.97
Lithuania,LTU,"Apr 12, 2020",386.807
Lithuania,LTU,"Apr 13, 2020",390.113
Lithuania,LTU,"Apr 14, 2020",393.051
Lithuania,LTU,"Apr 15, 2020",393.051
Lithuania,LTU,"Apr 16, 2020",400.765
Lithuania,LTU,"Apr 17, 2020",422.071
Lithuania,LTU,"Apr 18, 2020",455.131
Lithuania,LTU,"Apr 19, 2020",476.804
Lithuania,LTU,"Apr 20, 2020",487.09
Lithuania,LTU,"Apr 21, 2020",495.906
Lithuania,LTU,"Apr 22, 2020",503.253
Lithuania,LTU,"Apr 23, 2020",513.538
Lithuania,LTU,"Apr 24, 2020",517.946
Lithuania,LTU,"Apr 25, 2020",517.946
Lithuania,LTU,"Apr 26, 2020",523.824
Lithuania,LTU,"Apr 27, 2020",528.232
Lithuania,LTU,"Apr 28, 2020",532.272
Lithuania,LTU,"Apr 29, 2020",493.702
Lithuania,LTU,"Apr 30, 2020",505.089
Lithuania,LTU,"May 1, 2020",508.763
Lithuania,LTU,"May 2, 2020",513.905
Lithuania,LTU,"May 3, 2020",516.477
Lithuania,LTU,"May 4, 2020",517.946
Lithuania,LTU,"May 5, 2020",521.252
Lithuania,LTU,"May 6, 2020",522.721
Lithuania,LTU,"May 7, 2020",524.558
Lithuania,LTU,"May 8, 2020",526.395
Lithuania,LTU,"May 9, 2020",527.497
Lithuania,LTU,"May 10, 2020",530.436
Lithuania,LTU,"May 11, 2020",543.292
Lithuania,LTU,"May 12, 2020",545.496
Lithuania,LTU,"May 13, 2020",547.7
Lithuania,LTU,"May 14, 2020",552.843
Lithuania,LTU,"May 15, 2020",555.047
Lithuania,LTU,"May 16, 2020",559.455
Lithuania,LTU,"May 17, 2020",563.496
Lithuania,LTU,"May 18, 2020",566.067
Lithuania,LTU,"May 19, 2020",568.271
Lithuania,LTU,"May 20, 2020",573.781
Lithuania,LTU,"May 21, 2020",579.291
Lithuania,LTU,"May 22, 2020",585.536
Lithuania,LTU,"May 23, 2020",589.21
Luxembourg,LUX,"Dec 31, 2019",0
Luxembourg,LUX,"Jan 1, 2020",0
Luxembourg,LUX,"Jan 2, 2020",0
Luxembourg,LUX,"Jan 3, 2020",0
Luxembourg,LUX,"Jan 4, 2020",0
Luxembourg,LUX,"Jan 5, 2020",0
Luxembourg,LUX,"Jan 6, 2020",0
Luxembourg,LUX,"Jan 7, 2020",0
Luxembourg,LUX,"Jan 8, 2020",0
Luxembourg,LUX,"Jan 9, 2020",0
Luxembourg,LUX,"Jan 10, 2020",0
Luxembourg,LUX,"Jan 11, 2020",0
